Year,PrimaryType,zipcode,Count,pop,CrimesPerThousand,CitywideCrimesPerThousand,SurpriseRatio
2010,OTHER NARCOTIC VIOLATION,60632,1,91326,0.010949784,0.000987531,11.08803809
2001,PUBLIC INDECENCY,60632,1,91326,0.010949784,0.001481297,7.392025394
2008,PUBLIC INDECENCY,60632,1,91326,0.010949784,0.000658354,16.63205714
2010,PUBLIC INDECENCY,60632,1,91326,0.010949784,0.00115212,9.504032649
2014,PUBLIC INDECENCY,60632,1,91326,0.010949784,0.001645885,6.652822854
2009,STALKING,60632,1,91326,0.010949784,0.027486287,-0.398372626
2010,STALKING,60632,1,91326,0.010949784,0.031107235,-0.352001209
2014,NON-CRIMINAL,60639,1,90407,0.01106109,0.002798005,-3.953205732
2016,NON-CRIMINAL,60639,1,90407,0.01106109,0.00790025,-1.400093697
2013,OBSCENITY,60639,1,90407,0.01106109,0.003950125,2.800187393
2004,OTHER NARCOTIC VIOLATION,60639,1,90407,0.01106109,0.001481297,7.467166382
2006,OTHER NARCOTIC VIOLATION,60639,1,90407,0.01106109,0.001481297,-7.467166382
2014,OTHER NARCOTIC VIOLATION,60639,1,90407,0.01106109,0.001645885,-6.720449744
2015,OTHER NARCOTIC VIOLATION,60639,1,90407,0.01106109,0.000822943,13.44089949
2002,PUBLIC INDECENCY,60639,1,90407,0.01106109,0.001316708,8.40056218
2011,PUBLIC INDECENCY,60639,1,90407,0.01106109,0.002139651,5.169576726
2014,PUBLIC INDECENCY,60639,1,90407,0.01106109,0.001645885,6.720449744
2007,RITUALISM,60639,1,90407,0.01106109,0.000164589,67.20449744
2009,STALKING,60639,1,90407,0.01106109,0.027486287,-0.40242214
2011,STALKING,60639,1,90407,0.01106109,0.029790527,0.371295566
2015,STALKING,60639,1,90407,0.01106109,0.025346636,0.436392841
2012,GAMBLING,60647,1,87291,0.011455935,0.119162106,0.096137397
2014,GAMBLING,60647,1,87291,0.011455935,0.064683298,0.177108081
2015,INTIMIDATION,60647,1,87291,0.011455935,0.019915214,-0.575235337
2015,NON - CRIMINAL,60647,1,87291,0.011455935,0.003291771,3.480173787
2016,NON-CRIMINAL,60647,1,87291,0.011455935,0.00790025,1.450072411
2004,OBSCENITY,60647,1,87291,0.011455935,0.002139651,5.354113518
2006,OBSCENITY,60647,1,87291,0.011455935,0.002798005,-4.094322102
2007,OBSCENITY,60647,1,87291,0.011455935,0.001810474,-6.327588703
2012,OBSCENITY,60647,1,87291,0.011455935,0.004279302,2.677056759
2014,OBSCENITY,60647,1,87291,0.011455935,0.006089776,-1.88117502
2001,OTHER NARCOTIC VIOLATION,60647,1,87291,0.011455935,0.000987531,-11.60057929
2003,OTHER NARCOTIC VIOLATION,60647,1,87291,0.011455935,0.000329177,34.80173787
2009,OTHER NARCOTIC VIOLATION,60647,1,87291,0.011455935,0.00115212,-9.943353676
2011,OTHER NARCOTIC VIOLATION,60647,1,87291,0.011455935,0.000822943,13.92069515
2016,PROSTITUTION,60647,1,87291,0.011455935,0.131670835,0.087004345
2007,PUBLIC INDECENCY,60647,1,87291,0.011455935,0.000822943,13.92069515
2009,PUBLIC INDECENCY,60647,1,87291,0.011455935,0.001645885,-6.960347573
2012,PUBLIC INDECENCY,60647,1,87291,0.011455935,0.002798005,-4.094322102
2006,RITUALISM,60647,1,87291,0.011455935,0.00115212,9.943353676
2015,CONCEALED CARRY LICENSE VIOLATION,60617,1,84155,0.011882835,0.005596011,2.12344763
2001,DOMESTIC VIOLENCE,60617,1,84155,0.011882835,0.000164589,-72.19721942
2016,GAMBLING,60617,1,84155,0.011882835,0.031107235,-0.38199587
2013,NON - CRIMINAL,60617,1,84155,0.011882835,0.000493766,24.06573981
2002,OBSCENITY,60617,1,84155,0.011882835,0.004279302,2.776816131
2010,OBSCENITY,60617,1,84155,0.011882835,0.005431422,-2.187794528
2011,OBSCENITY,60617,1,84155,0.011882835,0.006583542,-1.804930485
2013,OBSCENITY,60617,1,84155,0.011882835,0.003950125,3.008217476
2004,OTHER NARCOTIC VIOLATION,60617,1,84155,0.011882835,0.001481297,-8.021913269
2015,PROSTITUTION,60617,1,84155,0.011882835,0.217586056,-0.054612118
2004,RITUALISM,60617,1,84155,0.011882835,0.000164589,-72.19721942
2015,CONCEALED CARRY LICENSE VIOLATION,60608,1,82739,0.012086199,0.005596011,-2.159788435
2009,GAMBLING,60608,1,82739,0.012086199,0.163107247,0.074099704
2013,GAMBLING,60608,1,82739,0.012086199,0.098094772,0.123209407
2015,GAMBLING,60608,1,82739,0.012086199,0.051022449,-0.236880022
2012,INTIMIDATION,60608,1,82739,0.012086199,0.025675813,-0.47072312
2013,INTIMIDATION,60608,1,82739,0.012086199,0.022054865,-0.548006021
2014,NON - CRIMINAL,60608,1,82739,0.012086199,0.001645885,-7.343280678
2014,NON-CRIMINAL (SUBJECT SPECIFIED),60608,1,82739,0.012086199,0.000164589,-73.43280678
2001,OBSCENITY,60608,1,82739,0.012086199,0.003127182,-3.864884567
2003,OBSCENITY,60608,1,82739,0.012086199,0.002633417,-4.589550424
2005,OBSCENITY,60608,1,82739,0.012086199,0.003127182,-3.864884567
2006,OBSCENITY,60608,1,82739,0.012086199,0.002798005,4.319576869
2011,OBSCENITY,60608,1,82739,0.012086199,0.006583542,1.835820169
2015,OBSCENITY,60608,1,82739,0.012086199,0.007571073,1.596365365
2002,OTHER NARCOTIC VIOLATION,60608,1,82739,0.012086199,0.000822943,14.68656136
2007,OTHER NARCOTIC VIOLATION,60608,1,82739,0.012086199,0.001975063,6.119400565
2006,STALKING,60608,1,82739,0.012086199,0.030613469,0.394800036
2013,STALKING,60608,1,82739,0.012086199,0.025182047,-0.479952985
2015,CONCEALED CARRY LICENSE VIOLATION,60625,1,78651,0.012714397,0.005596011,-2.272046577
2016,CONCEALED CARRY LICENSE VIOLATION,60625,1,78651,0.012714397,0.005925188,2.145821767
2010,GAMBLING,60625,1,78651,0.012714397,0.152573581,-0.083332884
2016,GAMBLING,60625,1,78651,0.012714397,0.031107235,0.408727956
2006,HOMICIDE,60625,1,78651,0.012714397,0.078508736,0.161948813
2010,HOMICIDE,60625,1,78651,0.012714397,0.072089782,-0.176368912
2010,KIDNAPPING,60625,1,78651,0.012714397,0.051516214,0.246803781
2016,NON-CRIMINAL,60625,1,78651,0.012714397,0.00790025,-1.609366325
2001,OBSCENITY,60625,1,78651,0.012714397,0.003127182,4.065767558
2002,OBSCENITY,60625,1,78651,0.012714397,0.004279302,2.971137831
2003,OBSCENITY,60625,1,78651,0.012714397,0.002633417,-4.828098975
2004,OBSCENITY,60625,1,78651,0.012714397,0.002139651,5.942275662
2010,OBSCENITY,60625,1,78651,0.012714397,0.005431422,2.340896473
2014,OBSCENITY,60625,1,78651,0.012714397,0.006089776,-2.087826584
2016,OBSCENITY,60625,1,78651,0.012714397,0.008723193,1.457539313
2007,OTHER NARCOTIC VIOLATION,60625,1,78651,0.012714397,0.001975063,-6.4374653
2015,OTHER NARCOTIC VIOLATION,60625,1,78651,0.012714397,0.000822943,-15.44991672
2010,PUBLIC INDECENCY,60625,1,78651,0.012714397,0.00115212,-11.0356548
2013,PUBLIC INDECENCY,60625,1,78651,0.012714397,0.001645885,7.72495836
2014,PUBLIC INDECENCY,60625,1,78651,0.012714397,0.001645885,7.72495836
2015,PUBLIC INDECENCY,60625,1,78651,0.012714397,0.00230424,5.5178274
2006,STALKING,60625,1,78651,0.012714397,0.030613469,0.415320342
2013,STALKING,60625,1,78651,0.012714397,0.025182047,0.504899239
2015,CONCEALED CARRY LICENSE VIOLATION,60634,1,74298,0.013459312,0.005596011,2.405162121
2010,GAMBLING,60634,1,74298,0.013459312,0.152573581,0.088215223
2013,GAMBLING,60634,1,74298,0.013459312,0.098094772,-0.137207235
2003,HOMICIDE,60634,1,74298,0.013459312,0.099411481,-0.135389921
2004,HOMICIDE,60634,1,74298,0.013459312,0.074723199,-0.180122273
2005,HOMICIDE,60634,1,74298,0.013459312,0.074558611,-0.180519894
2008,HOMICIDE,60634,1,74298,0.013459312,0.084433923,-0.159406456
2013,HOMICIDE,60634,1,74298,0.013459312,0.069456366,0.193780834
2015,HOMICIDE,60634,1,74298,0.013459312,0.081965095,-0.164207856
2003,INTERFERENCE WITH PUBLIC OFFICER,60634,1,74298,0.013459312,0.067152126,-0.200430177
2007,INTERFERENCE WITH PUBLIC OFFICER,60634,1,74298,0.013459312,0.111426444,-0.120791008
2008,INTIMIDATION,60634,1,74298,0.013459312,0.04295761,-0.313316138
2011,INTIMIDATION,60634,1,74298,0.013459312,0.028144641,0.478219369
2014,INTIMIDATION,60634,1,74298,0.013459312,0.019092271,-0.704961311
2016,LIQUOR LAW VIOLATION,60634,1,74298,0.013459312,0.0373616,-0.360244547
2016,NON-CRIMINAL,60634,1,74298,0.013459312,0.00790025,-1.703656503
2001,OBSCENITY,60634,1,74298,0.013459312,0.003127182,4.303974322
2002,OBSCENITY,60634,1,74298,0.013459312,0.004279302,-3.145212005
2003,OBSCENITY,60634,1,74298,0.013459312,0.002633417,-5.110969508
2008,OBSCENITY,60634,1,74298,0.013459312,0.002139651,6.29042401
2013,OBSCENITY,60634,1,74298,0.013459312,0.003950125,-3.407313005
2009,OTHER NARCOTIC VIOLATION,60634,1,74298,0.013459312,0.00115212,-11.68221602
2010,PROSTITUTION,60634,1,74298,0.013459312,0.409002533,0.032907651
2011,PROSTITUTION,60634,1,74298,0.013459312,0.398962631,-0.033735772
2013,PROSTITUTION,60634,1,74298,0.013459312,0.271900275,0.049500915
2014,PROSTITUTION,60634,1,74298,0.013459312,0.267620973,-0.050292443
2015,PROSTITUTION,60634,1,74298,0.013459312,0.217586056,-0.061857422
2003,STALKING,60634,1,74298,0.013459312,0.04065337,0.331074948
2005,STALKING,60634,1,74298,0.013459312,0.031601001,-0.425914126
2008,STALKING,60634,1,74298,0.013459312,0.031271823,-0.430397432
2010,STALKING,60634,1,74298,0.013459312,0.031107235,0.432674667
2015,STALKING,60634,1,74298,0.013459312,0.025346636,0.531009819
2016,STALKING,60634,1,74298,0.013459312,0.028473818,-0.472690822
2016,CONCEALED CARRY LICENSE VIOLATION,60620,1,72216,0.013847347,0.005925188,-2.33703096
2014,NON-CRIMINAL,60620,1,72216,0.013847347,0.002798005,4.949006738
2006,OBSCENITY,60620,1,72216,0.013847347,0.002798005,-4.949006738
2012,OBSCENITY,60620,1,72216,0.013847347,0.004279302,-3.235889021
2013,OTHER NARCOTIC VIOLATION,60620,1,72216,0.013847347,0.000822943,16.82662291
2003,PUBLIC INDECENCY,60620,1,72216,0.013847347,0.000987531,14.02218576
2006,PUBLIC INDECENCY,60620,1,72216,0.013847347,0.000658354,-21.03327864
2009,PUBLIC INDECENCY,60620,1,72216,0.013847347,0.001645885,8.413311455
2012,PUBLIC INDECENCY,60620,1,72216,0.013847347,0.002798005,-4.949006738
2016,PUBLIC INDECENCY,60620,1,72216,0.013847347,0.001645885,-8.413311455
2003,RITUALISM,60620,1,72216,0.013847347,0.000329177,-42.06655727
2014,CONCEALED CARRY LICENSE VIOLATION,60628,1,72202,0.013850032,0.002468828,5.609961866
2016,CONCEALED CARRY LICENSE VIOLATION,60628,1,72202,0.013850032,0.005925188,-2.337484111
2013,NON - CRIMINAL,60628,1,72202,0.013850032,0.000493766,28.04980933
2014,NON-CRIMINAL,60628,1,72202,0.013850032,0.002798005,-4.949966353
2004,OBSCENITY,60628,1,72202,0.013850032,0.002139651,6.473032923
2005,OBSCENITY,60628,1,72202,0.013850032,0.003127182,4.428917263
2006,OBSCENITY,60628,1,72202,0.013850032,0.002798005,-4.949966353
2011,OBSCENITY,60628,1,72202,0.013850032,0.006583542,-2.1037357
2006,PUBLIC INDECENCY,60628,1,72202,0.013850032,0.000658354,-21.037357
2001,RITUALISM,60628,1,72202,0.013850032,0.001316708,-10.5186785
2003,RITUALISM,60628,1,72202,0.013850032,0.000329177,42.074714
2005,GAMBLING,60641,1,71663,0.013954202,0.177426451,0.078647813
2005,HOMICIDE,60641,1,71663,0.013954202,0.074558611,0.187157489
2007,HOMICIDE,60641,1,71663,0.013954202,0.073735668,0.1892463
2011,HOMICIDE,60641,1,71663,0.013954202,0.071925194,0.194009937
2002,INTIMIDATION,60641,1,71663,0.013954202,0.055466339,-0.251579651
2006,INTIMIDATION,60641,1,71663,0.013954202,0.045426438,-0.3071824
2015,INTIMIDATION,60641,1,71663,0.013954202,0.019915214,-0.700680515
2016,NON-CRIMINAL,60641,1,71663,0.013954202,0.00790025,1.766298799
2002,OBSCENITY,60641,1,71663,0.013954202,0.004279302,3.260859321
2010,OBSCENITY,60641,1,71663,0.013954202,0.005431422,-2.569161889
2013,OBSCENITY,60641,1,71663,0.013954202,0.003950125,3.532597598
2014,OBSCENITY,60641,1,71663,0.013954202,0.006089776,-2.291414658
2016,OBSCENITY,60641,1,71663,0.013954202,0.008723193,-1.599666837
2002,OTHER NARCOTIC VIOLATION,60641,1,71663,0.013954202,0.000822943,-16.95646847
2006,OTHER NARCOTIC VIOLATION,60641,1,71663,0.013954202,0.001481297,9.420260261
2008,OTHER NARCOTIC VIOLATION,60641,1,71663,0.013954202,0.001975063,-7.065195196
2016,PROSTITUTION,60641,1,71663,0.013954202,0.131670835,-0.105977928
2001,PUBLIC INDECENCY,60641,1,71663,0.013954202,0.001481297,-9.420260261
2001,RITUALISM,60641,1,71663,0.013954202,0.001316708,10.59779279
2010,ARSON,60614,1,66617,0.015011183,0.08591522,0.174720885
2012,ARSON,60614,1,66617,0.015011183,0.077192027,-0.194465463
2001,GAMBLING,60614,1,66617,0.015011183,0.1537257,-0.097649146
2004,GAMBLING,60614,1,66617,0.015011183,0.184668347,0.081287257
2006,GAMBLING,60614,1,66617,0.015011183,0.225157129,-0.066669812
2007,GAMBLING,60614,1,66617,0.015011183,0.231905259,0.06472981
2008,GAMBLING,60614,1,66617,0.015011183,0.197341665,-0.076066974
2013,GAMBLING,60614,1,66617,0.015011183,0.098094772,-0.153027353
2001,HOMICIDE,60614,1,66617,0.015011183,0.109780559,0.136738084
2004,HOMICIDE,60614,1,66617,0.015011183,0.074723199,-0.200890533
2005,HOMICIDE,60614,1,66617,0.015011183,0.074558611,0.201334
2014,HOMICIDE,60614,1,66617,0.015011183,0.069950131,0.214598358
2015,INTERFERENCE WITH PUBLIC OFFICER,60614,1,66617,0.015011183,0.215281816,-0.06972806
2004,INTIMIDATION,60614,1,66617,0.015011183,0.057441402,0.261330379
2009,INTIMIDATION,60614,1,66617,0.015011183,0.038019954,-0.394823819
2014,INTIMIDATION,60614,1,66617,0.015011183,0.019092271,0.786243985
2015,INTIMIDATION,60614,1,66617,0.015011183,0.019915214,0.753754564
2003,KIDNAPPING,60614,1,66617,0.015011183,0.116034924,-0.129367805
2007,KIDNAPPING,60614,1,66617,0.015011183,0.05431422,0.276376673
2012,KIDNAPPING,60614,1,66617,0.015011183,0.038842896,0.386458908
2013,KIDNAPPING,60614,1,66617,0.015011183,0.039995016,0.375326347
2015,KIDNAPPING,60614,1,66617,0.015011183,0.031271823,0.480022643
2001,OTHER NARCOTIC VIOLATION,60614,1,66617,0.015011183,0.000987531,15.20071703
2005,OTHER NARCOTIC VIOLATION,60614,1,66617,0.015011183,0.001481297,10.13381136
2014,OTHER NARCOTIC VIOLATION,60614,1,66617,0.015011183,0.001645885,9.120430221
2012,PROSTITUTION,60614,1,66617,0.015011183,0.362753152,0.041381262
2013,PROSTITUTION,60614,1,66617,0.015011183,0.271900275,-0.055208415
2014,PROSTITUTION,60614,1,66617,0.015011183,0.267620973,0.056091207
2008,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.000658354,22.80107555
2009,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.001645885,9.120430221
2011,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.002139651,7.015715554
2012,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.002798005,5.364958953
2014,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.001645885,9.120430221
2015,PUBLIC INDECENCY,60614,1,66617,0.015011183,0.00230424,-6.514593015
2001,STALKING,60614,1,66617,0.015011183,0.033411474,-0.449282277
2008,STALKING,60614,1,66617,0.015011183,0.031271823,0.480022643
2014,STALKING,60614,1,66617,0.015011183,0.023042396,-0.651459301
2015,STALKING,60614,1,66617,0.015011183,0.025346636,0.592235729
2016,STALKING,60614,1,66617,0.015011183,0.028473818,-0.527192498
2009,ARSON,60657,1,65996,0.015152433,0.101386543,-0.149452117
2006,GAMBLING,60657,1,65996,0.015152433,0.225157129,-0.067297152
2007,GAMBLING,60657,1,65996,0.015152433,0.231905259,0.065338896
2006,HOMICIDE,60657,1,65996,0.015152433,0.078508736,0.193003153
2008,HOMICIDE,60657,1,65996,0.015152433,0.084433923,0.179459072
2010,HOMICIDE,60657,1,65996,0.015152433,0.072089782,0.210188365
2012,HOMICIDE,60657,1,65996,0.015152433,0.082952626,-0.182663698
2015,HOMICIDE,60657,1,65996,0.015152433,0.081965095,-0.184864465
2015,HUMAN TRAFFICKING,60657,1,65996,0.015152433,0.002139651,-7.081731061
2009,INTERFERENCE WITH PUBLIC OFFICER,60657,1,65996,0.015152433,0.094309236,-0.160667546
2007,INTIMIDATION,60657,1,65996,0.015152433,0.041970079,0.361029427
2009,INTIMIDATION,60657,1,65996,0.015152433,0.038019954,0.398538977
2013,INTIMIDATION,60657,1,65996,0.015152433,0.022054865,-0.68703361
2014,INTIMIDATION,60657,1,65996,0.015152433,0.019092271,-0.793642274
2016,INTIMIDATION,60657,1,65996,0.015152433,0.021725688,0.697443211
2007,KIDNAPPING,60657,1,65996,0.015152433,0.05431422,0.278977284
2008,KIDNAPPING,60657,1,65996,0.015152433,0.059087287,0.256441515
2010,KIDNAPPING,60657,1,65996,0.015152433,0.051516214,0.294129405
2013,KIDNAPPING,60657,1,65996,0.015152433,0.039995016,0.37885804
2014,KIDNAPPING,60657,1,65996,0.015152433,0.03620948,0.418465926
2015,KIDNAPPING,60657,1,65996,0.015152433,0.031271823,-0.484539494
2012,NON-CRIMINAL,60657,1,65996,0.015152433,0.000987531,15.34375063
2013,NON-CRIMINAL,60657,1,65996,0.015152433,0.000658354,-23.01562595
2015,NON-CRIMINAL,60657,1,65996,0.015152433,0.002468828,6.137500253
2001,OBSCENITY,60657,1,65996,0.015152433,0.003127182,-4.845394936
2004,OBSCENITY,60657,1,65996,0.015152433,0.002139651,-7.081731061
2005,OBSCENITY,60657,1,65996,0.015152433,0.003127182,-4.845394936
2009,OBSCENITY,60657,1,65996,0.015152433,0.003456359,4.383928752
2013,OBSCENITY,60657,1,65996,0.015152433,0.003950125,-3.835937658
2016,OBSCENITY,60657,1,65996,0.015152433,0.008723193,1.737028373
2012,OTHER NARCOTIC VIOLATION,60657,1,65996,0.015152433,0.000987531,-15.34375063
2013,OTHER NARCOTIC VIOLATION,60657,1,65996,0.015152433,0.000822943,-18.41250076
2016,OTHER NARCOTIC VIOLATION,60657,1,65996,0.015152433,0.000658354,-23.01562595
2015,PROSTITUTION,60657,1,65996,0.015152433,0.217586056,0.069638808
2016,PROSTITUTION,60657,1,65996,0.015152433,0.131670835,0.11507813
2009,PUBLIC INDECENCY,60657,1,65996,0.015152433,0.001645885,9.206250379
2010,PUBLIC INDECENCY,60657,1,65996,0.015152433,0.00115212,-13.15178626
2011,PUBLIC INDECENCY,60657,1,65996,0.015152433,0.002139651,7.081731061
2012,PUBLIC INDECENCY,60657,1,65996,0.015152433,0.002798005,5.415441399
2003,STALKING,60657,1,65996,0.015152433,0.04065337,0.372722687
2013,STALKING,60657,1,65996,0.015152433,0.025182047,0.601715711
2014,STALKING,60657,1,65996,0.015152433,0.023042396,-0.657589313
2015,ARSON,60640,1,65790,0.015199878,0.074229433,0.204768886
2013,GAMBLING,60640,1,65790,0.015199878,0.098094772,-0.154950952
2013,HOMICIDE,60640,1,65790,0.015199878,0.069456366,0.218840682
2016,INTERFERENCE WITH PUBLIC OFFICER,60640,1,65790,0.015199878,0.1537257,-0.098876625
2005,INTIMIDATION,60640,1,65790,0.015199878,0.042463844,0.357948712
2007,INTIMIDATION,60640,1,65790,0.015199878,0.041970079,0.362159873
2014,INTIMIDATION,60640,1,65790,0.015199878,0.019092271,0.796127307
2015,INTIMIDATION,60640,1,65790,0.015199878,0.019915214,-0.763229484
2010,KIDNAPPING,60640,1,65790,0.015199878,0.051516214,-0.295050376
2014,KIDNAPPING,60640,1,65790,0.015199878,0.03620948,-0.419776216
2015,KIDNAPPING,60640,1,65790,0.015199878,0.031271823,-0.486056672
2016,LIQUOR LAW VIOLATION,60640,1,65790,0.015199878,0.0373616,0.406831575
2014,NON-CRIMINAL,60640,1,65790,0.015199878,0.002798005,5.432398094
2002,OBSCENITY,60640,1,65790,0.015199878,0.004279302,3.5519526
2005,OTHER NARCOTIC VIOLATION,60640,1,65790,0.015199878,0.001481297,10.2611964
2014,OTHER NARCOTIC VIOLATION,60640,1,65790,0.015199878,0.001645885,-9.235076759
2007,PUBLIC INDECENCY,60640,1,65790,0.015199878,0.000822943,18.47015352
2007,STALKING,60640,1,65790,0.015199878,0.03505736,-0.433571679
2013,STALKING,60640,1,65790,0.015199878,0.025182047,-0.603599788
2015,CONCEALED CARRY LICENSE VIOLATION,60609,1,64906,0.015406896,0.005596011,2.753192853
2015,NON - CRIMINAL,60609,1,64906,0.015406896,0.003291771,-4.68042785
2015,NON-CRIMINAL,60609,1,64906,0.015406896,0.002468828,6.240570466
2016,NON-CRIMINAL,60609,1,64906,0.015406896,0.00790025,-1.950178271
2012,NON-CRIMINAL (SUBJECT SPECIFIED),60609,1,64906,0.015406896,0.000329177,46.8042785
2016,NON-CRIMINAL (SUBJECT SPECIFIED),60609,1,64906,0.015406896,0.000164589,93.60855699
2012,OBSCENITY,60609,1,64906,0.015406896,0.004279302,-3.600329115
2013,OBSCENITY,60609,1,64906,0.015406896,0.003950125,3.900356541
2014,OBSCENITY,60609,1,64906,0.015406896,0.006089776,-2.529961
2016,OBSCENITY,60609,1,64906,0.015406896,0.008723193,-1.766199188
2016,OTHER NARCOTIC VIOLATION,60609,1,64906,0.015406896,0.000658354,-23.40213925
2001,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.001481297,-10.40095078
2002,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.001316708,-11.70106962
2003,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.000987531,15.60142617
2009,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.001645885,-9.360855699
2012,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.002798005,-5.506385705
2015,PUBLIC INDECENCY,60609,1,64906,0.015406896,0.00230424,6.686325499
2006,STALKING,60609,1,64906,0.015406896,0.030613469,-0.503271812
2007,STALKING,60609,1,64906,0.015406896,0.03505736,0.439476793
2011,STALKING,60609,1,64906,0.015406896,0.029790527,-0.517174348
2014,CONCEALED CARRY LICENSE VIOLATION,60651,1,64267,0.015560085,0.002468828,-6.3026198
2015,CONCEALED CARRY LICENSE VIOLATION,60651,1,64267,0.015560085,0.005596011,-2.780567559
